property_title,property_location,price,area,listing_type,price_per_sqm,price_category,area_boxcox
2122,54,-0.01471517494271553,-0.030209323400955296,0,-0.01473591889766756,1,4.558911990877848
2108,68,-0.014715617229443721,-0.030209323400955296,0,-0.014735977869137119,1,4.558911990877848
2076,77,-0.014715617229443721,-0.030209323400955296,0,-0.014735977869137119,1,4.558911990877848
1294,54,-0.014715678469144549,-0.030204571559938373,0,-0.014735986639253105,1,5.446755703760222
2572,77,-0.014713984170755014,-0.030210432163859248,0,-0.014735561666650042,0,4.033832759814805
2889,68,-0.014712963509074571,-0.03020377958643555,0,-0.014735878071265559,1,5.529954813094625
2986,78,-0.014713507861970808,-0.030210574719089753,0,-0.01473537358727462,0,3.9327052087741063
1639,94,-0.014714800700099367,-0.030210432163859248,0,-0.014735765798660053,2,4.033832759814805
2544,89,-0.014702076451149853,-0.03019585985140734,0,-0.01473571476565755,2,6.069010360194599
1718,54,-0.014715460727986055,-0.030211556766233254,0,-0.014735487952313091,0,2.1072564102451503
1299,54,-0.01471466461187531,-0.030204571559938373,0,-0.014735941579002007,1,5.446755703760222
2713,76,-0.014713099597298631,-0.030211224137362068,0,-0.014734263160253025,0,3.1888521379435786
1648,54,-0.014715481141219663,-0.030210432163859248,0,-0.014735935908668394,1,4.033832759814805
1510,54,-0.014715072876547487,-0.03020219563942991,0,-0.014735966528469898,1,5.673135782841746
476,66,-0.014712963509074571,-0.030209165006254732,0,-0.014735646721654212,2,4.612108692715635
1770,75,-0.014715603620621315,-0.030210194571808402,0,-0.014735969751606896,1,4.178638609774927
1514,54,-0.014715515163275678,-0.03020219563942991,0,-0.014735981271337285,1,5.673135782841746
2904,14,-0.014709561303473097,-0.03020377958643555,0,-0.014735741983258884,2,5.529954813094625
91,54,-0.014715555989742895,-0.03021011537445812,0,-0.01473596108494963,1,4.221675292855603
2771,72,-0.014685745864262776,-0.030211065742661504,0,-0.014721017260936754,0,3.4399894034605016
1841,78,-0.014715515163275678,-0.03020979858505699,0,-0.01473595859000284,1,4.3739658175515075
799,54,-0.014715481141219663,-0.030207739453949656,0,-0.014735970611110098,1,4.976387671288375
213,74,-0.01471466461187531,-0.030209956979757556,0,-0.014735801367116342,2,4.301419220201339
1648,54,-0.01471531103093959,-0.030210432163859248,0,-0.014735893381166308,1,4.033832759814805
588,75,-0.014715447119163649,-0.030204571559938373,0,-0.014735976357048156,1,5.446755703760222
2983,77,-0.014704457995070886,-0.03020821463805135,0,-0.014734966281620842,0,4.8726804552114205
2065,54,-0.014715576402976504,-0.03020821463805135,0,-0.014735977044361321,1,4.8726804552114205
197,92,-0.014715515163275678,-0.030210036177107838,0,-0.014735954539764546,1,4.2625333370673735
2620,13,-0.014715140920659515,-0.030211239976832123,0,-0.014735611526480072,2,3.1590743797803955
2050,5,-0.014715501554453272,-0.030211239976832123,0,-0.014735860239043995,1,3.1590743797803955
2065,54,-0.014715413097107633,-0.030211239976832123,0,-0.014735799234075486,2,3.1590743797803955
1637,87,-0.014712691332626454,-0.030210432163859248,0,-0.01473523845763419,0,4.033832759814805
820,54,-0.014715345052995604,-0.030207739453949656,0,-0.014735959724069563,1,4.976387671288375
2065,54,-0.014715379075051618,-0.030207739453949656,0,-0.014735962445829698,1,4.976387671288375
449,77,-0.014713780038418925,-0.030209323400955296,0,-0.014735732910725106,2,4.558911990877848
2065,54,-0.014715481141219663,-0.030209323400955296,0,-0.014735959724069563,1,4.558911990877848
1714,54,-0.014715419901518836,-0.03021028960862874,0,-0.014735927307600555,1,4.123777389111305
2115,69,-0.014715277008883575,-0.03021028960862874,0,-0.014735895196947298,1,4.123777389111305
2065,54,-0.014715515163275678,-0.03021028960862874,0,-0.014735948714702731,1,4.123777389111305
2065,54,-0.014715481141219663,-0.03021028960862874,0,-0.014735941069309097,1,4.123777389111305
2065,54,-0.014715596816210113,-0.03021028960862874,0,-0.014735967063647451,1,4.123777389111305
2065,54,-0.014715549185331692,-0.03021028960862874,0,-0.014735956360096364,1,4.123777389111305
1020,54,-0.014715004832435456,-0.030206947480446833,0,-0.014735941579002007,1,5.123423131011159
2065,54,-0.014715481141219663,-0.030206947480446833,0,-0.014735973332870229,1,5.123423131011159
2065,54,-0.01471552196768688,-0.030206947480446833,0,-0.014735976054630364,1,5.123423131011159
1539,54,-0.014715549185331692,-0.030210669755910094,0,-0.014735945068438075,1,3.8575929164321874
2065,54,-0.014715413097107633,-0.030210669755910094,0,-0.014735903195205251,1,3.8575929164321874
2065,54,-0.014715515163275678,-0.030210669755910094,0,-0.01473593460012987,1,3.8575929164321874
747,54,-0.014715515163275678,-0.030176852487339634,0,-0.014735985395216276,1,6.665029305672817
1714,54,-0.014715481141219663,-0.03021028960862874,0,-0.014735941069309097,1,4.123777389111305
1714,54,-0.01471549475004207,-0.03021028960862874,0,-0.01473594412746655,1,4.123777389111305
2065,54,-0.014715481141219663,-0.030210352966508966,0,-0.014735938910609718,1,4.085025679540261
1691,54,-0.014715481141219663,-0.030210352966508966,0,-0.014735938910609718,1,4.085025679540261
1648,54,-0.014715413097107633,-0.030210432163859248,0,-0.01473591889766756,1,4.033832759814805
106,54,-0.014715413097107633,-0.03021011537445812,0,-0.014735932506468229,1,4.221675292855603
2065,54,-0.014715413097107633,-0.03021011537445812,0,-0.014735932506468229,1,4.221675292855603
990,54,-0.014715637642677332,-0.030206947480446833,0,-0.014735983766284075,1,5.123423131011159
2570,72,-0.014714596567763279,-0.03021090734796094,0,-0.014735551460049541,0,3.632888733936652
53,54,-0.014715481141219663,-0.030211683481993705,0,-0.014731904301470677,0,0.0
2065,54,-0.014715447119163649,-0.030211683481993705,0,-0.014731223861437307,0,0.0
207,54,-0.014715678469144549,-0.03021152508729314,0,-0.014735974570033927,1,2.291013581847848
485,54,-0.014715678469144549,-0.03018635616937349,0,-0.014735986856615894,1,6.4264663631884185
393,54,-0.014714732655987339,-0.030189524063384772,0,-0.014735973332870229,1,6.325564489195161
1372,54,-0.014715535576509287,-0.03021090734796094,0,-0.01473592706294796,1,3.632888733936652
1733,66,-0.014715562794154098,-0.030210273769158684,0,-0.014735959724069563,1,4.1331828344154475
106,54,-0.014715447119163649,-0.03021011537445812,0,-0.01473593931086856,1,4.221675292855603
2854,67,-0.014712963509074571,-0.030211065742661504,0,-0.014734626061604156,0,3.4399894034605016
1740,54,-0.014715481141219663,-0.030210273769158684,0,-0.014735941579002007,1,4.1331828344154475
1490,54,-0.014715515163275678,-0.03020219563942991,0,-0.014735981271337285,1,5.673135782841746
1767,54,-0.014715426705930039,-0.030210194571808402,0,-0.014735932506468229,1,4.178638609774927
2091,66,-0.014714936788323427,-0.030210194571808402,0,-0.014735829366084223,2,4.178638609774927
110,69,-0.014713916126642985,-0.03021011537445812,0,-0.014735633112853544,2,4.221675292855603
1794,75,-0.014545574993482028,-0.030210131213928175,0,-0.01470162128341988,0,4.2132494087490615
1609,54,-0.01471549475004207,-0.03021051136120953,0,-0.014735936135481739,1,3.979203981114193
2105,78,-0.01471466461187531,-0.03021011537445812,0,-0.014735782809660886,2,4.221675292855603
2091,66,-0.014714868744211398,-0.03021011537445812,0,-0.014735823636062888,2,4.221675292855603
2607,53,-0.014715549185331692,-0.03020979858505699,0,-0.014735964260336451,1,4.3739658175515075
2527,78,-0.014713643950194867,-0.030208848216853604,0,-0.01473576012832644,2,4.708854335246954
956,66,-0.014715617229443721,-0.030211224137362068,0,-0.014735941579002007,1,3.1888521379435786
2509,76,-0.014714936788323427,-0.030211224137362068,0,-0.014735487952313091,0,3.1888521379435786
1908,12,-0.014715678469144549,-0.03013250197118166,0,-0.014735986914453297,1,7.266787928074196
571,17,-0.014715413097107633,-0.03020821463805135,0,-0.014735962198396957,1,4.8726804552114205
1931,54,-0.014715447119163649,-0.03020639309899486,0,-0.014735972723520946,1,5.211916878971321
2072,72,-0.014715630838266127,-0.03020639309899486,0,-0.014735983691808051,1,5.211916878971321
2072,72,-0.014715651251499737,-0.03020639309899486,0,-0.014735984910506619,1,5.211916878971321
53,54,-0.014715562794154098,-0.030211683481993705,0,-0.014733537357550765,0,0.0
1742,69,-0.01471330372963472,-0.030210273769158684,0,-0.014735457710533832,0,4.1331828344154475
2506,69,-0.014715038854491472,-0.030210273769158684,0,-0.014735843293219407,2,4.1331828344154475
566,5,-0.014715345052995604,-0.03020187885002878,0,-0.01473597596683165,1,5.698780347482527
645,54,-0.014715413097107633,-0.030208531427452476,0,-0.014735959724069563,1,4.795026990731942
1698,54,-0.01471517494271553,-0.030198235771915802,0,-0.014735974933905603,1,5.943902660382381
2398,69,-0.014714800700099367,-0.030198235771915802,0,-0.014735966128211054,1,5.943902660382381
2066,56,-0.014715617229443721,-0.030198235771915802,0,-0.014735985340635525,1,5.943902660382381
2656,54,-0.014715549185331692,-0.030209165006254732,0,-0.014735969930670063,1,4.612108692715635
760,78,-0.014714188303091102,-0.030208135440701066,0,-0.01473585387784215,1,4.890948808071318
766,56,-0.014715345052995604,-0.030208056243350784,0,-0.01473595735732162,1,4.908800413608861
259,80,-0.014714052214867044,-0.03020987778240727,0,-0.014735702931917838,2,4.338511542578505
2057,21,-0.014715603620621315,-0.03020987778240727,0,-0.014735972741183245,1,4.338511542578505
391,69,-0.014712963509074571,-0.03020948179565586,0,-0.014735598118794685,2,4.501898033542238
2070,69,-0.014715637642677332,-0.03020948179565586,0,-0.014735980137270564,1,4.501898033542238
2686,68,-0.014709561303473097,-0.030206630691045705,0,-0.014735604194152126,2,5.175225297446679
1620,66,-0.014713984170755014,-0.03021049552173947,0,-0.014735539283754207,0,3.990426455883702
2074,75,-0.014715617229443721,-0.03021049552173947,0,-0.01473596903535423,1,3.990426455883702
1355,54,-0.014715569598565301,-0.03021090734796094,0,-0.014735940671748628,1,3.632888733936652
2937,95,-0.014707519980112212,-0.03021024209021857,0,-0.01473421188071428,0,4.151672458476898
562,81,-0.014714154281035088,-0.03021046384279936,0,-0.014735594380113185,2,4.012418548009004
908,94,-0.014713984170755014,-0.03021024209021857,0,-0.014735617137304934,2,4.151672458476898
2402,78,-0.014714936788323427,-0.03021024209021857,0,-0.014735824227749873,2,4.151672458476898
2045,67,-0.014713371773746748,-0.03021024209021857,0,-0.01473548400773319,0,4.151672458476898
1829,94,-0.014714324391315162,-0.0302105588796197,0,-0.014735608919430135,2,3.944580283283019
2054,12,-0.014715617229443721,-0.0302105588796197,0,-0.014735968040558859,1,3.944580283283019
2829,95,-0.01471466461187531,-0.030211144940011786,0,-0.01473540370735658,0,3.323765042112094
2672,66,-0.014702076451149853,-0.03020599711224345,0,-0.014735230897189375,0,5.26943478230536
2399,72,-0.014715072876547487,-0.03020599711224345,0,-0.01473595291966923,1,5.26943478230536
1824,94,-0.014714732655987339,-0.030210701434850207,0,-0.014735684523878289,2,3.8309447875042633
844,54,-0.014714868744211398,-0.030207581059249092,0,-0.014735924131821664,1,5.0081044882938714
2099,78,-0.014715004832435456,-0.030210273769158684,0,-0.014735835732774594,2,4.1331828344154475
2950,13,-0.014613619105511517,-0.030122887412857412,0,-0.014735622875307403,2,7.349275214612962
907,68,-0.014714256347203133,-0.03021011537445812,0,-0.014735701156856882,2,4.221675292855603
575,22,-0.01471529061770598,-0.030207739453949656,0,-0.014735955369253349,1,4.976387671288375
2810,77,-0.014710581965153539,-0.030211018224251335,0,-0.014733613313647514,0,3.5026887101267006
1910,72,-0.014714460479539221,-0.030210606398029867,0,-0.014735631929479574,2,3.9084250788351818
821,54,-0.014714868744211398,-0.030207739453949656,0,-0.014735921619427694,1,4.976387671288375
713,54,-0.014715072876547487,-0.030208452230102194,0,-0.014735927195716748,1,4.815172397761278
1734,68,-0.014715562794154098,-0.030210273769158684,0,-0.014735959724069563,1,4.1331828344154475
2070,69,-0.014715637642677332,-0.030210273769158684,0,-0.014735976357048156,1,4.1331828344154475
330,56,-0.014715413097107633,-0.03020976690611688,0,-0.014735942322652316,1,4.387719964391019
2399,72,-0.014715072876547487,-0.03020976690611688,0,-0.014735886548879088,1,4.387719964391019
184,66,-0.01471552196768688,-0.030210083695518006,0,-0.014735954920963445,1,4.2382676959793075
1245,8,-0.014712759376738483,-0.030205363533441193,0,-0.014735840647063724,2,5.353348447765975
2065,54,-0.014715447119163649,-0.030205363533441193,0,-0.014735975033970315,1,5.353348447765975
2808,87,-0.01471466461187531,-0.030210796471670544,0,-0.014735628815337545,2,3.745391465100587
2982,80,-0.01470928912702498,-0.030209640190356424,0,-0.014735002920699562,0,4.440488923367615
220,54,-0.014715515163275678,-0.030209956979757556,0,-0.014735956012578471,1,4.301419220201339
2065,54,-0.014715413097107633,-0.030209956979757556,0,-0.014735937455123017,1,4.301419220201339
1628,21,-0.014715617229443721,-0.03021157260570331,0,-0.014735816831662555,2,1.9987407129906622
2429,87,-0.014713099597298631,-0.03021078063220049,0,-0.014735095330592689,0,3.7602818382691723
1070,54,-0.014715678469144549,-0.030206630691045705,0,-0.014735986516395877,1,5.175225297446679
2507,72,-0.014715004832435456,-0.030206630691045705,0,-0.014735944414168811,1,5.175225297446679
209,54,-0.014715678469144549,-0.030209956979757556,0,-0.014735985704507201,1,4.301419220201339
334,78,-0.014715515163275678,-0.03020975106664682,0,-0.014735959281506941,1,4.394509498401985
1209,72,-0.014714800700099367,-0.030211065742661504,0,-0.014735544655649207,0,3.4399894034605016
1173,54,-0.01471466461187531,-0.030204571559938373,0,-0.014735941579002007,1,5.446755703760222
2509,76,-0.014715004832435456,-0.030204571559938373,0,-0.014735956699891637,1,5.446755703760222
2103,92,-0.014715345052995604,-0.030204571559938373,0,-0.014735971820781268,1,5.446755703760222
70,54,-0.014715515163275678,-0.030211683481993705,0,-0.014732584741504047,0,0.0
657,54,-0.014715549185331692,-0.030208531427452476,0,-0.014735973332870229,1,4.795026990731942
2320,54,-0.014715345052995604,-0.030210273769158684,0,-0.014735911337222744,1,4.1331828344154475
2601,77,-0.014715630838266127,-0.030210273769158684,0,-0.014735974844959194,1,4.1331828344154475
2965,66,-0.014714732655987339,-0.03021011537445812,0,-0.014735796418461554,2,4.221675292855603
1242,54,-0.014715004832435456,-0.030205363533441193,0,-0.01473595291966923,1,5.353348447765975
721,68,-0.014715617229443721,-0.030208357193281857,0,-0.014735980492002334,1,4.838683959334445
731,72,-0.014715610425032518,-0.03021135085312252,0,-0.01473591889766756,1,2.914976990841383
2065,54,-0.014715617229443721,-0.03021135085312252,0,-0.014735925083486047,1,2.914976990841383
2067,66,-0.014715644447088535,-0.03021135085312252,0,-0.014735949826759987,1,2.914976990841383
211,68,-0.014712623288514425,-0.030209956979757556,0,-0.014735430218007231,0,4.301419220201339
566,5,-0.014715345052995604,-0.030206947480446833,0,-0.014735964260336451,1,5.123423131011159
315,54,-0.01471524298682756,-0.03020979858505699,0,-0.014735913227333948,1,4.3739658175515075
211,68,-0.014713780038418925,-0.030209956979757556,0,-0.014735640535835728,2,4.301419220201339
2145,54,-0.014715447119163649,-0.030210590558559812,0,-0.01473591889766756,1,3.9206551848442524
53,54,-0.014715447119163649,-0.030211683481993705,0,-0.014731223861437307,0,0.0
210,66,-0.014712623288514425,-0.030209956979757556,0,-0.014735430218007231,0,4.301419220201339
260,87,-0.014710581965153539,-0.03020987778240727,0,-0.014735099411192588,0,4.338511542578505
53,54,-0.014715413097107633,-0.030211683481993705,0,-0.014730543421403937,0,0.0
977,54,-0.014715515163275678,-0.030206947480446833,0,-0.014735975601003676,1,5.123423131011159
2067,66,-0.014715630838266127,-0.030206947480446833,0,-0.014735983312657385,1,5.123423131011159
1735,69,-0.014715562794154098,-0.030210273769158684,0,-0.014735959724069563,1,4.1331828344154475
2964,78,-0.014712283067954277,-0.030210400484919134,0,-0.014735157136752153,0,4.0546981661085955
2065,54,-0.014715569598565301,-0.030210400484919134,0,-0.014735958728303659,1,4.0546981661085955
1402,54,-0.014715678469144549,-0.03020377958643555,0,-0.014735986669494884,1,5.529954813094625
106,54,-0.014715345052995604,-0.03021011537445812,0,-0.01473591889766756,1,4.221675292855603
2507,72,-0.014714732655987339,-0.03021011537445812,0,-0.014735796418461554,2,4.221675292855603
2579,92,-0.014715603620621315,-0.03021011537445812,0,-0.014735970611110098,1,4.221675292855603
2070,69,-0.014715603620621315,-0.03021011537445812,0,-0.014735970611110098,1,4.221675292855603
2069,68,-0.014715630838266127,-0.03021011537445812,0,-0.014735976054630364,1,4.221675292855603
657,54,-0.01471531103093959,-0.030208531427452476,0,-0.014735949517469062,1,4.795026990731942
2397,68,-0.014715106898603501,-0.030208531427452476,0,-0.014735929104268061,1,4.795026990731942
2094,69,-0.014714868744211398,-0.030208531427452476,0,-0.014735905288866893,1,4.795026990731942
109,68,-0.014715569598565301,-0.03021011537445812,0,-0.014735963806709763,1,4.221675292855603
2297,89,-0.014713324142868328,-0.030211461729412914,0,-0.014732838772449838,0,2.572261559368448
2743,6,-0.014715515163275678,-0.0301942759044017,0,-0.014735983848761656,1,6.142018831145741
2280,88,-0.014714154281035088,-0.03021157260570331,0,-0.01473215946648319,0,1.9987407129906622
2299,89,-0.014712807007616903,-0.030211461729412914,0,-0.01473214925988269,0,2.572261559368448
2278,69,-0.014714399239838393,-0.03021157260570331,0,-0.014732771862513223,0,1.9987407129906622
106,54,-0.014715678469144549,-0.03021011537445812,0,-0.014735985580790832,1,4.221675292855603
357,54,-0.014715140920659515,-0.030209640190356424,0,-0.014735903195205251,1,4.440488923367615
1540,66,-0.014713984170755014,-0.030210669755910094,0,-0.014735463526260612,0,3.8575929164321874
626,72,-0.014714596567763279,-0.030211382532062632,0,-0.014734898237617505,0,2.830159542277912
1663,54,-0.014715549185331692,-0.030210432163859248,0,-0.01473595291966923,1,4.033832759814805
924,54,-0.01471466461187531,-0.030211683481993705,0,-0.014715573740669792,0,0.0
2065,54,-0.014715413097107633,-0.030211683481993705,0,-0.014730543421403937,0,0.0
2091,66,-0.014715644447088535,-0.030211683481993705,0,-0.014735170413630854,0,0.0
1220,66,-0.01471330372963472,-0.030205363533441193,0,-0.014735867864665058,1,5.353348447765975
1656,96,-0.014714732655987339,-0.030210432163859248,0,-0.014735748787659217,2,4.033832759814805
358,66,-0.014714188303091102,-0.030209640190356424,0,-0.014735756638890372,2,4.440488923367615
375,54,-0.014715140920659515,-0.030209560993006142,0,-0.0147359062969262,1,4.471784005049462
585,54,-0.01471466461187531,-0.030211683481993705,0,-0.014715573740669792,0,0.0
2214,54,-0.014714732655987339,-0.03020219563942991,0,-0.014735955187802673,1,5.673135782841746
2862,17,-0.014715140920659515,-0.03020599711224345,0,-0.014735956699891637,1,5.26943478230536
1711,66,-0.014713643950194867,-0.03021028960862874,0,-0.014735528218052895,0,4.123777389111305
1660,54,-0.014715481141219663,-0.030210432163859248,0,-0.014735935908668394,1,4.033832759814805
2065,54,-0.014715549185331692,-0.030210432163859248,0,-0.01473595291966923,1,4.033832759814805
2023,87,-0.01471194284739413,-0.030209830263997102,0,-0.014735352633165215,0,4.359971561122081
912,5,-0.01471531103093959,-0.030199027745418622,0,-0.014735977585620438,1,5.897033677162182
2075,76,-0.014715617229443721,-0.030199027745418622,0,-0.014735985240570815,1,5.897033677162182
1574,75,-0.014715624033854924,-0.030210590558559812,0,-0.014735969444641468,1,3.9206551848442524
1329,50,-0.014715106898603501,-0.030202084763139514,0,-0.01473596788486601,1,5.68221102494838
397,81,-0.014712895464962543,-0.03020940259830558,0,-0.014735602141100302,2,4.530915447434233
2242,81,-0.01471466461187531,-0.03021011537445812,0,-0.014735782809660886,2,4.221675292855603
986,54,-0.014715072876547487,-0.030206947480446833,0,-0.014735946115268895,1,5.123423131011159
2977,81,-0.014711092295993761,-0.0302092125246649,0,-0.01473540184992246,0,4.596520671851523
2069,68,-0.014715549185331692,-0.0302092125246649,0,-0.014735969605619091,1,4.596520671851523
665,40,-0.014715549185331692,-0.030208531427452476,0,-0.014735973332870229,1,4.795026990731942
1948,67,-0.014714120258979073,-0.030208531427452476,0,-0.014735830440463223,2,4.795026990731942
1013,56,-0.014715345052995604,-0.030206947480446833,0,-0.014735964260336451,1,5.123423131011159
1978,68,-0.014714494501595236,-0.030210273769158684,0,-0.014735722326102365,2,4.1331828344154475
2493,92,-0.014710581965153539,-0.03020718507249768,0,-0.014735628815337545,2,5.082160832024521
283,54,-0.014715678469144549,-0.03020979858505699,0,-0.014735985807604176,1,4.3739658175515075
270,68,-0.014715637642677332,-0.030211509247823082,0,-0.014735907557000338,1,2.3702530250645646
2057,21,-0.014715637642677332,-0.030211509247823082,0,-0.014735907557000338,1,2.3702530250645646
1731,54,-0.014715413097107633,-0.030210273769158684,0,-0.014735926458112376,1,4.1331828344154475
2511,78,-0.014715004832435456,-0.030210273769158684,0,-0.014735835732774594,2,4.1331828344154475
2801,72,-0.014711602626833981,-0.03021090734796094,0,-0.01473435388559081,0,3.632888733936652
131,51,-0.01471535866181801,-0.03021011537445812,0,-0.014735921619427694,1,4.221675292855603
1163,5,-0.014715140920659515,-0.030206947480446833,0,-0.014735950651535785,1,5.123423131011159
1535,54,-0.013490891257024941,-0.030201815492148554,0,-0.014696730785899543,0,5.703806098167318
587,68,-0.014715413097107633,-0.030209719387706706,0,-0.014735943393508762,1,4.407918276740603
